entry,name,signature,status,chunk
"63749390","real_cexp","undefined real_cexp(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637494c0","cexpl_sincos","undefined cexpl_sincos(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749600","fftwf_mktriggen","undefined fftwf_mktriggen(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749800","fftwf_triggen_destroy","undefined fftwf_triggen_destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749830","fftwf_twiddle_length","undefined fftwf_twiddle_length(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"637498a0","fftwf_twiddle_awake","undefined fftwf_twiddle_awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749e10","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749e40","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"63749e50","apply","undefined apply(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374a7c0","mkplan","undefined mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374a990","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374ada0","fftwf_dft_bluestein_register","undefined fftwf_dft_bluestein_register(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374add0","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374ae30","apply","undefined apply(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374af70","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374afa0","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374afd0","mkplan","undefined mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b4f0","fftwf_dft_buffered_register","undefined fftwf_dft_buffered_register(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b550","fftwf_dft_conf_standard","undefined fftwf_dft_conf_standard(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b5c0","apply_dit","undefined apply_dit(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b600","apply_dif","undefined apply_dif(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b650","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b6a0","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b6c0","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b6f0","fftwf_ct_applicable","undefined fftwf_ct_applicable(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374b7a0","mkplan","undefined mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374bb80","fftwf_mksolver_ct","undefined fftwf_mksolver_ct(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374bbc0","fftwf_mkplan_dftw","undefined fftwf_mkplan_dftw(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374bbe0","apply","undefined apply(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374bc70","apply_extra_iter","undefined apply_extra_iter(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374bd70","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374bda0","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374be40","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374be90","mkcldw","undefined mkcldw(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374c3c0","apply_buf","undefined apply_buf(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374c710","fftwf_regsolver_ct_directw","undefined fftwf_regsolver_ct_directw(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374c840","apply","undefined apply(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374c8a0","mkcldw","undefined mkcldw(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374ca40","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374ca60","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374cac0","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374cb10","fftwf_regsolver_ct_directwsq","undefined fftwf_regsolver_ct_directwsq(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374cbb0","apply_dif","undefined apply_dif(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374d200","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374d260","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374d270","mkcldw","undefined mkcldw(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374d480","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374d4d0","apply_dit","undefined apply_dit(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374db50","fftwf_ct_generic_register","undefined fftwf_ct_generic_register(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374dc30","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374dc70","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374dc80","mkcldw","undefined mkcldw(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374de90","apply","undefined apply(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e120","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e190","fftwf_ct_genericbuf_register","undefined fftwf_ct_genericbuf_register(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e260","apply","undefined apply(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e2b0","apply_extra_iter","undefined apply_extra_iter(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e380","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e3f0","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e420","mkplan","undefined mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374e8b0","apply_buf","undefined apply_buf(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374ec00","fftwf_mksolver_dft_direct","undefined fftwf_mksolver_dft_direct(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374ec40","fftwf_mksolver_dft_directbuf","undefined fftwf_mksolver_dft_directbuf(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374ec80","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374eca0","apply","undefined apply(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f1b0","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f1f0","mkplan","undefined mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f2d0","fftwf_dft_generic_register","undefined fftwf_dft_generic_register(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f300","apply_before","undefined apply_before(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f350","apply_after","undefined apply_after(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f3b0","print","undefined print(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f3f0","destroy","undefined destroy(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f410","mkplan","undefined mkplan(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f630","awake","undefined awake(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
"6374f660","mkcld_after","undefined mkcld_after(void)","OK","libfftw3f-3.dll.decompiled.part-0001.c"
