entry,name,signature,status,chunk
"18000fd60","SetRXABandpassNC","undefined SetRXABandpassNC(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000fe20","SetRXABandpassMP","undefined SetRXABandpassMP(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000fe60","SetTXABandpassRun","undefined SetTXABandpassRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18000fec0","SetTXABandpassWindow","undefined SetTXABandpassWindow(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180010090","SetTXABandpassNC","undefined SetTXABandpassNC(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180010230","SetTXABandpassMP","undefined SetTXABandpassMP(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800102d0","FUN_1800102d0","undefined FUN_1800102d0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800102e0","FUN_1800102e0","undefined FUN_1800102e0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800102f0","FUN_1800102f0","undefined FUN_1800102f0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180010340","FUN_180010340","undefined FUN_180010340(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180010390","FUN_180010390","undefined FUN_180010390(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180010bb0","FUN_180010bb0","undefined FUN_180010bb0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180010f00","FUN_180010f00","undefined FUN_180010f00(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180011440","FUN_180011440","undefined FUN_180011440(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180011a90","FUN_180011a90","undefined FUN_180011a90(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800125a0","FUN_1800125a0","undefined FUN_1800125a0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180012b60","FUN_180012b60","undefined FUN_180012b60(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180013090","FUN_180013090","undefined FUN_180013090(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180013b80","FUN_180013b80","undefined FUN_180013b80(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180014580","FUN_180014580","undefined FUN_180014580(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180014780","FUN_180014780","undefined FUN_180014780(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180016930","FUN_180016930","undefined FUN_180016930(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180016d80","FUN_180016d80","undefined FUN_180016d80(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180016f40","FUN_180016f40","undefined FUN_180016f40(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180017170","FUN_180017170","undefined FUN_180017170(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800173a0","pscc","undefined pscc(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018010","psccF","undefined psccF(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018260","PSSaveCorr","undefined PSSaveCorr(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800182f0","PSRestoreCorr","undefined PSRestoreCorr(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018380","SetPSRunCal","undefined SetPSRunCal(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800183d0","SetPSMox","undefined SetPSMox(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018400","GetPSInfo","undefined GetPSInfo(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018480","SetPSReset","undefined SetPSReset(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800184e0","SetPSMancal","undefined SetPSMancal(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018540","SetPSAutomode","undefined SetPSAutomode(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800185a0","SetPSTurnon","undefined SetPSTurnon(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018600","SetPSControl","undefined SetPSControl(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018680","SetPSLoopDelay","undefined SetPSLoopDelay(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018710","SetPSMoxDelay","undefined SetPSMoxDelay(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800187a0","PSHardReset","undefined PSHardReset(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018940","GetPSXYLag","undefined GetPSXYLag(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800189b0","GetPSCurveVals","undefined GetPSCurveVals(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018a50","FUN_180018a50","undefined FUN_180018a50(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018ac0","FUN_180018ac0","undefined FUN_180018ac0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180018c80","SetPSContext","undefined SetPSContext(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180019810","PSGetCachedATT","undefined PSGetCachedATT(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180019820","PSCacheSaveFileATT","undefined PSCacheSaveFileATT(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180019cd0","PSCacheLoadFile","undefined PSCacheLoadFile(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180019ff0","GetPSCollectProgress","undefined GetPSCollectProgress(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a050","SetPSTXDelay","undefined SetPSTXDelay(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a120","SetPSHWPeak","undefined SetPSHWPeak(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a1a0","GetPSHWPeak","undefined GetPSHWPeak(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a200","GetPSMaxTX","undefined GetPSMaxTX(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a260","SetPSPtol","undefined SetPSPtol(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a2d0","SetPSFeedbackRate","undefined SetPSFeedbackRate(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a430","SetPSPinMode","undefined SetPSPinMode(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a480","SetPSMapMode","undefined SetPSMapMode(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a4d0","SetPSStabilize","undefined SetPSStabilize(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a520","SetPSIntsAndSpi","undefined SetPSIntsAndSpi(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a810","SetPSEMAAlpha","undefined SetPSEMAAlpha(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a8a0","_guard_check_icall","undefined _guard_check_icall(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a8b0","SetPSDCBEnable","undefined SetPSDCBEnable(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a910","SetPSJCEnable","undefined SetPSJCEnable(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a970","SetPSDCBCap","undefined SetPSDCBCap(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001a9f0","SetPSDCBHw24","undefined SetPSDCBHw24(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001aa50","ResetPSAdvancedParams","undefined ResetPSAdvancedParams(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001aac0","GetPSDisp","undefined GetPSDisp(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001ac00","FUN_18001ac00","undefined FUN_18001ac00(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001acb0","FUN_18001acb0","undefined FUN_18001acb0(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001ade0","SetRXACBLRun","undefined SetRXACBLRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001ae40","SetRXACBLPosition","undefined SetRXACBLPosition(void)","OK","wdsp.dll.decompiled.part-0001.c"
"18001aea0","FUN_18001aea0","undefined FUN_18001aea0(void)","OK","wdsp.dll.decompiled.part-0001.c"
